,user_id,rec
458,618,"[1082185, 1101010, 1006878, 899624, 1106523]"
459,621,"[948298, 879876, 943362, 13506200, 1024051]"
460,622,"[1034176, 1029743, 1082185, 986912, 1106523]"
461,623,"[5981072, 1082185, 1068719, 1029743, 916122]"
462,624,"[1068719, 1082185, 5590613, 1044078, 899624]"
463,625,"[856252, 1128812, 944486, 7442056, 1082185]"
464,627,"[9803601, 1098844, 1029743, 1082185, 1126899]"
465,628,"[7166865, 999250, 1029743, 981086, 5569230]"
466,630,"[1082185, 907625, 1029743, 6464147, 1124971]"
467,631,"[1082185, 841309, 1097418, 6464147, 1029743]"
468,632,"[870547, 1082212, 12810422, 884945, 885023]"
469,633,"[1082185, 862799, 1029743, 850102, 8090537]"
470,635,"[1003616, 854852, 1082185, 1106523, 1029743]"
471,636,"[1106523, 5585510, 1068719, 1082185, 1029743]"
472,637,"[1035676, 1082185, 1103105, 1029743, 1106523]"
473,638,"[1082185, 854852, 1029743, 866211, 990797]"
474,641,"[1082185, 1029743, 1106523, 1126899, 916122]"
475,643,"[1029743, 899624, 10149640, 1082185, 1056509]"
476,644,"[1005274, 1082185, 1027168, 1029743, 834117]"
477,647,"[1082185, 8090537, 1018007, 1029743, 1103105]"
478,648,"[5578547, 5592094, 1011457, 1082185, 12648296]"
479,650,"[1029743, 1106523, 854852, 1082185, 1126899]"
480,652,"[890610, 1121059, 830503, 1051211, 832678]"
481,653,"[904129, 1132771, 1082185, 933835, 1040346]"
482,654,"[1082185, 845208, 1034176, 1058404, 839243]"
483,655,"[865528, 1082185, 1106523, 1044078, 985999]"
484,656,"[1016276, 1082185, 1051516, 841309, 1021324]"
485,658,"[1029743, 1082185, 1106523, 916122, 1126899]"
486,659,"[5569845, 844179, 904236, 1082185, 1106523]"
487,660,"[1082185, 1138467, 885023, 5568447, 978906]"
488,661,"[5568721, 1082185, 12262778, 1075214, 12262978]"
489,662,"[1070272, 1029743, 1106523, 1082185, 1126899]"
490,663,"[934172, 1097398, 1082185, 945662, 1106523]"
491,664,"[1122568, 866211, 979707, 1082185, 1106523]"
492,665,"[1126899, 1106523, 1075368, 1082185, 1029743]"
493,666,"[1138467, 1070845, 1082185, 1106523, 844179]"
494,667,"[1082185, 999250, 1130858, 1022254, 845208]"
495,668,"[12384775, 1029743, 5569230, 986912, 957951]"
496,669,"[1082185, 1029743, 1106523, 1126899, 916122]"
497,670,"[1082185, 1029743, 979707, 10150194, 885406]"
498,671,"[1018007, 1029743, 1082185, 1056509, 968072]"
499,672,"[1082185, 983584, 1029743, 5568378, 871756]"
500,673,"[836445, 1082185, 899019, 1029743, 1106523]"
501,674,"[1082185, 1029743, 1004906, 871061, 845208]"
502,675,"[1082185, 1024051, 1106523, 869047, 965766]"
503,676,"[976199, 1044078, 5569327, 899624, 825343]"
504,679,"[1029743, 1126899, 854852, 1082185, 5569230]"
505,680,"[5567502, 1082185, 6533608, 1051211, 1029743]"
506,681,"[856252, 1027168, 1134483, 967461, 850102]"
507,684,"[844697, 1082185, 8090545, 1106523, 899624]"
508,685,"[1082185, 1015539, 871061, 1097398, 6534578]"
509,686,"[1082185, 872137, 1106523, 1029743, 916122]"
510,687,"[871756, 1029743, 940947, 1082185, 965766]"
511,690,"[1082185, 890610, 976199, 7441419, 1022254]"
512,692,"[1082185, 1022254, 1019643, 972416, 7139529]"
513,693,"[1044188, 934639, 1104349, 1037337, 979707]"
514,694,"[1101010, 8090537, 1055155, 819978, 1082185]"
515,695,"[1082185, 1029743, 857503, 899624, 1068719]"
516,696,"[1082185, 976199, 1101010, 839243, 999104]"
517,697,"[1029743, 1021116, 899624, 1106523, 1126899]"
518,698,"[890610, 1106523, 947798, 1082185, 965766]"
519,699,"[1082185, 965693, 935393, 1029743, 1011457]"
520,700,"[1000753, 938138, 1082185, 1029743, 9487606]"
521,701,"[5585510, 1112205, 1082185, 976199, 1068719]"
522,702,"[1029743, 1082185, 983584, 899624, 1094308]"
523,703,"[8090546, 1028995, 1057102, 12384779, 6633342]"
524,705,"[1029743, 1106523, 1082185, 979707, 1068719]"
525,706,"[970747, 1082185, 1062128, 1070820, 835098]"
526,707,"[1082185, 945244, 844179, 1029743, 1062128]"
527,708,"[1082185, 1102949, 12949855, 1029743, 1068719]"
528,709,"[5585510, 983584, 917816, 1055504, 1082185]"
529,710,"[1024051, 1082185, 13381584, 1106523, 1036347]"
530,711,"[1126899, 1029743, 1082185, 1106523, 986912]"
531,712,"[1082185, 1029743, 866211, 913210, 1056509]"
532,713,"[875392, 5569230, 1075368, 1126899, 1082185]"
533,714,"[1082185, 854852, 979707, 1070820, 1120928]"
534,715,"[1082185, 1042907, 885863, 1106523, 1029743]"
535,716,"[6034857, 1082185, 1029743, 1041796, 1106523]"
536,717,"[1082185, 1070820, 1106523, 1029743, 1126899]"
537,718,"[1082185, 1029743, 951412, 899624, 1005274]"
538,719,"[895930, 1009187, 1082185, 1106091, 1106523]"
539,720,"[863447, 854852, 1029743, 1082185, 1055504]"
540,721,"[1126899, 1106523, 1082185, 1029743, 906838]"
541,722,"[1082185, 1106523, 839243, 965766, 1098844]"
542,723,"[957736, 12302069, 1082185, 1029743, 934948]"
543,724,"[1106523, 1082185, 1022254, 1029743, 1126899]"
544,725,"[1138467, 1082185, 1037332, 1068719, 899624]"
545,726,"[1029743, 1126899, 986912, 1082185, 1019637]"
546,727,"[1099089, 1093413, 857006, 1082185, 6534578]"
547,728,"[1029743, 976199, 1138292, 1106523, 1082185]"
548,729,"[1029743, 1082185, 1106523, 1044078, 1075368]"
549,730,"[1126899, 1029743, 8293447, 1106523, 1070820]"
550,731,"[6424472, 7442056, 9835509, 12988031, 1082185]"
551,732,"[1082185, 976199, 1029743, 979707, 899624]"
552,733,"[1082185, 5566472, 1029743, 943362, 899624]"
553,734,"[1082185, 970160, 959737, 1106523, 1029743]"
554,735,"[1015280, 1026118, 1082185, 1106523, 1072523]"
555,736,"[1082185, 845208, 1046756, 830503, 1021324]"
556,737,"[1082185, 917033, 940766, 1121393, 823704]"
557,740,"[1082185, 1029743, 839243, 916122, 1051516]"
558,741,"[970747, 1123106, 874972, 976199, 885023]"
559,742,"[1088414, 1028953, 1082185, 947798, 965766]"
560,743,"[1027068, 1025581, 12384775, 902094, 844179]"
561,744,"[6534480, 978906, 1068719, 892314, 1082185]"
562,745,"[1082185, 8069350, 829323, 1123022, 10149640]"
563,747,"[8090537, 8090532, 1004906, 1106523, 1082185]"
564,750,"[1082185, 947798, 1011457, 965766, 866211]"
565,751,"[947201, 854900, 1106523, 1126899, 1082185]"
566,752,"[1080853, 851819, 1082185, 12810422, 1137688]"
567,753,"[1082185, 856252, 1138467, 923789, 5568072]"
568,754,"[1005274, 1082185, 1126899, 1106523, 1029743]"
569,755,"[1082185, 10149640, 1137284, 1100972, 857503]"
570,756,"[1082185, 1128812, 879876, 5568249, 904236]"
571,757,"[947201, 870315, 9487885, 10149640, 1082185]"
572,758,"[986912, 1126899, 1082185, 1106523, 1070820]"
573,759,"[823862, 906844, 1029743, 1082185, 1106523]"
574,761,"[1082185, 1029743, 854852, 1068719, 885023]"
575,762,"[951412, 1082185, 976199, 1029743, 1042438]"
576,764,"[1082185, 829852, 1094924, 1029743, 6424471]"
577,765,"[844697, 836445, 1106523, 986912, 1082185]"
578,766,"[1082185, 916990, 1029743, 1022254, 901062]"
579,767,"[8273950, 1082185, 1106523, 1029743, 1126899]"
580,768,"[1082185, 9884698, 1029743, 856252, 862799]"
581,769,"[849870, 1082185, 1017369, 851819, 890610]"
582,770,"[1029743, 1082185, 1126899, 1070820, 1106523]"
583,771,"[1068719, 899624, 1082185, 1029743, 916122]"
584,772,"[986912, 1126899, 1029743, 1070820, 1082185]"
585,773,"[1103618, 835973, 1082185, 9268695, 1093571]"
586,776,"[1082185, 1029743, 1106523, 1068719, 1126899]"
587,777,"[1028891, 862799, 959316, 1113111, 837865]"
588,779,"[1029743, 986912, 9835509, 1082185, 1126899]"
589,781,"[854133, 953561, 871061, 866755, 1082185]"
590,782,"[1082185, 1106523, 1029743, 1022254, 1044078]"
591,784,"[1082185, 1008032, 891961, 1068719, 5569230]"
592,785,"[1082185, 923789, 5568249, 1092588, 6533681]"
593,786,"[945244, 1082185, 1054262, 972665, 989069]"
594,787,"[1082185, 923789, 1029743, 1106523, 999104]"
595,788,"[1024051, 1044078, 899624, 1082185, 1068719]"
596,789,"[1126899, 1106523, 1070820, 1082185, 986912]"
597,790,"[1044759, 1082185, 995965, 1106523, 957951]"
598,793,"[947201, 1082185, 843464, 1106523, 1004906]"
599,794,"[1051211, 1029743, 1082185, 1106523, 1126899]"
600,796,"[1029743, 1082185, 1106523, 1126899, 1026118]"
601,797,"[1005274, 9835509, 12988031, 1082185, 1092588]"
602,798,"[5568249, 6534030, 834117, 1042438, 1082185]"
603,799,"[862799, 947201, 1082185, 1106523, 1029743]"
604,800,"[1082185, 1029743, 907625, 951412, 1138467]"
605,801,"[9884698, 976199, 1068719, 1082185, 5570408]"
606,802,"[1082185, 8357613, 983584, 919534, 1029743]"
607,803,"[1129049, 1082185, 5569230, 5592931, 1106523]"
608,804,"[1037840, 957063, 1082185, 1013928, 1029743]"
609,805,"[949023, 1044188, 1029743, 1068292, 899624]"
610,806,"[1082185, 5568249, 5592610, 1029743, 5590613]"
611,807,"[1082185, 995628, 965530, 957736, 1029743]"
612,808,"[1082185, 883202, 1029743, 1027168, 998119]"
613,809,"[961979, 1082185, 1106523, 5592931, 1070820]"
614,811,"[1106523, 1029743, 1082185, 899624, 1044078]"
615,812,"[1021116, 1029743, 1082185, 1106523, 1126899]"
616,813,"[951412, 835973, 896862, 1082185, 1022254]"
617,814,"[1012587, 985999, 12648296, 1082185, 865456]"
618,816,"[841309, 1082185, 8090513, 835530, 1106523]"
619,817,"[1082185, 1003649, 1060673, 925862, 1075214]"
620,818,"[1082185, 964521, 925862, 827919, 863885]"
621,820,"[9884698, 12648296, 1082185, 1106523, 1029743]"
622,823,"[999250, 820321, 1082185, 1029743, 899624]"
623,824,"[895166, 1082185, 845208, 847573, 844179]"
624,825,"[1082185, 915493, 854852, 1098844, 1029743]"
625,826,"[1029743, 1037840, 1082185, 1106523, 986912]"
626,829,"[1082185, 1018740, 1029743, 1137775, 1106523]"
627,831,"[1082185, 856252, 957736, 999714, 1029743]"
628,836,"[851287, 1116635, 1029743, 986912, 1044078]"
629,838,"[979707, 1082185, 895295, 1029743, 1106523]"
630,840,"[1082185, 857503, 1029743, 1138443, 1087102]"
631,841,"[970747, 947798, 1044078, 1106523, 1082185]"
632,842,"[1068719, 870547, 1029743, 5567502, 947798]"
633,843,"[1068719, 5590613, 1029743, 1082185, 5572738]"
634,844,"[1082185, 5566472, 961979, 884686, 1027168]"
635,845,"[1111786, 904833, 13071902, 923673, 9803810]"
636,846,"[837865, 1082185, 866871, 834491, 829291]"
637,847,"[1005274, 1016276, 883068, 1068719, 1082185]"
638,849,"[1082185, 925862, 1042438, 8290421, 961979]"
639,850,"[895166, 1021519, 870547, 934639, 1006878]"
640,852,"[1068719, 976199, 1082185, 1013928, 1029743]"
641,853,"[951412, 1082185, 6602729, 961979, 1051516]"
642,854,"[1029743, 1106523, 1126899, 1041796, 1082185]"
643,855,"[6424472, 1056005, 1029743, 1082185, 6533936]"
644,856,"[1082185, 1068719, 1029743, 844179, 1106523]"
645,857,"[1082185, 12949855, 1135552, 921504, 1029743]"
646,858,"[1106523, 1029743, 1082185, 986912, 1126899]"
647,859,"[1101010, 921504, 894439, 1082185, 1042438]"
648,862,"[882190, 5570408, 1106523, 1029743, 979707]"
649,863,"[895166, 1046756, 967461, 1035676, 847573]"
650,864,"[1082185, 895930, 1101010, 12810393, 1068719]"
651,865,"[1082185, 825343, 995628, 1068719, 1029743]"
652,866,"[1082185, 5585510, 5592931, 983584, 5567502]"
653,867,"[1082185, 1091520, 983584, 1029743, 5569230]"
654,868,"[1067749, 8069350, 834117, 1028953, 912704]"
655,869,"[5592931, 1068719, 1029743, 1082185, 1106523]"
656,871,"[1082185, 1002850, 1055425, 1029743, 1105488]"
657,873,"[895166, 976199, 983659, 1025611, 8357613]"
658,875,"[1082185, 1106523, 1029743, 1068719, 979707]"
659,876,"[7155863, 1003649, 1123106, 910109, 1082185]"
660,877,"[7155863, 1026118, 10150194, 1082185, 1029743]"
661,878,"[1082185, 1029743, 947798, 830503, 1004906]"
662,879,"[1082185, 844179, 1070820, 12301839, 880150]"
663,880,"[986912, 1029743, 1126899, 5569230, 1070820]"
664,882,"[957063, 1043751, 945611, 919766, 1106523]"
665,883,"[1082185, 1029743, 1005274, 916122, 1098844]"
666,885,"[5572738, 1068719, 5587656, 1106523, 1082185]"
667,886,"[1082185, 1004596, 1070820, 1029743, 986912]"
668,887,"[5585510, 1121360, 887503, 884945, 1082185]"
669,888,"[1082185, 1029743, 940766, 1091520, 844179]"
670,889,"[1082185, 1029743, 1067749, 1055425, 1132036]"
671,891,"[892314, 1028891, 870547, 967461, 1012587]"
672,893,"[882190, 898466, 925862, 1082185, 1106523]"
673,894,"[1082185, 1029743, 1106523, 916122, 899624]"
674,895,"[1082185, 12349795, 868888, 1029743, 866211]"
675,896,"[7168058, 1082185, 833598, 899624, 5981072]"
676,897,"[829291, 1060408, 1029743, 1082185, 1106523]"
677,898,"[1082185, 892314, 9187298, 1042907, 1029743]"
678,900,"[1082185, 1029743, 976199, 925862, 999714]"
679,901,"[976199, 1056492, 1106523, 862335, 1082185]"
680,904,"[1002850, 862799, 871061, 1106523, 836445]"
681,905,"[1106523, 1126899, 1082185, 5569327, 5592931]"
682,906,"[1082185, 1106523, 860703, 1038663, 1029743]"
683,907,"[985999, 961979, 896613, 1015539, 933067]"
684,908,"[1082185, 899624, 1029743, 1132771, 1051516]"
685,909,"[1082185, 1029743, 979707, 948670, 9935616]"
686,910,"[7155863, 894439, 1082185, 1075214, 999198]"
687,911,"[1082185, 895166, 1055425, 1029743, 1051516]"
688,913,"[994223, 834117, 1070820, 1029743, 1126899]"
689,914,"[862335, 1082185, 1109014, 12302069, 823721]"
690,915,"[1128812, 1068719, 1082185, 845208, 880150]"
691,916,"[1082185, 12810422, 968072, 910473, 1029743]"
692,919,"[1015280, 851819, 1029743, 1082185, 1106523]"
693,920,"[1082185, 9884698, 1029743, 1106523, 826666]"
694,922,"[945244, 12384779, 1128812, 1130581, 837270]"
695,923,"[902396, 896613, 989069, 910673, 7442008]"
696,924,"[837270, 5981072, 1029743, 1082185, 1106523]"
697,925,"[944836, 1082185, 1109014, 1029743, 1106523]"
698,926,"[1097418, 944486, 1101706, 1104343, 1138443]"
699,927,"[1029743, 1082185, 1106523, 1037840, 6034857]"
700,928,"[857006, 1014509, 1082185, 1105488, 866211]"
701,929,"[1082185, 12302069, 899624, 948086, 837644]"
702,931,"[1068719, 870547, 1015785, 1029743, 1024051]"
703,932,"[1082185, 1102949, 1103618, 1027168, 1090931]"
704,933,"[1106523, 1068719, 1082185, 845208, 1021324]"
705,934,"[1082185, 1068719, 899624, 1029743, 845208]"
706,936,"[899624, 1068719, 916122, 1044078, 907625]"
707,937,"[1082185, 1044759, 1134810, 1126899, 6034857]"
708,938,"[1017369, 850102, 1029743, 1082185, 990797]"
709,939,"[1082185, 1029743, 1106523, 941856, 844179]"
710,940,"[944486, 1106523, 979707, 1029743, 1138443]"
711,941,"[898466, 1082185, 1029743, 9677236, 1070820]"
712,942,"[879876, 6513604, 1015539, 6534480, 946995]"
713,943,"[1035207, 1029743, 5592931, 1106523, 1068719]"
714,944,"[1101010, 1082185, 1004906, 1029743, 1106523]"
715,945,"[1082185, 1016276, 862799, 1029743, 1008547]"
716,946,"[1082185, 1042438, 917384, 944534, 979707]"
717,947,"[895930, 1101010, 944486, 1136524, 883003]"
718,949,"[5570048, 8090537, 1082185, 829001, 828106]"
719,951,"[1030981, 1042438, 1029743, 1082185, 1106523]"
720,952,"[995628, 1122358, 1075368, 838186, 1106523]"
721,953,"[1082185, 918046, 870547, 947798, 907099]"
722,954,"[1029743, 836445, 986912, 1082185, 1106523]"
723,955,"[5568721, 941856, 1027068, 1072968, 1008547]"
724,956,"[1082185, 977658, 1008032, 939900, 1130375]"
725,957,"[5592931, 1082185, 1106523, 1029743, 979707]"
726,959,"[1082185, 845208, 1008547, 1126045, 1106523]"
727,960,"[886395, 1104414, 1082185, 1029743, 979707]"
728,961,"[12428017, 1029743, 956672, 1068719, 1110218]"
729,962,"[6534077, 863632, 1082185, 1029743, 940947]"
730,964,"[1044188, 1051211, 1106523, 1029743, 1082185]"
731,965,"[1082185, 883940, 5592261, 944534, 871756]"
732,966,"[1029743, 1082185, 1106523, 1126899, 901062]"
733,968,"[1082185, 976199, 5569327, 916122, 983584]"
734,970,"[1082185, 1044078, 1138443, 6034857, 1029743]"
735,971,"[1082185, 1029743, 882190, 1068719, 866211]"
736,972,"[6632283, 1051211, 942525, 1082185, 1029743]"
737,973,"[1082185, 907625, 883202, 862799, 944836]"
738,975,"[868888, 13381584, 944836, 1106523, 1027835]"
739,976,"[1082185, 977658, 9803810, 1057102, 1029743]"
740,977,"[902396, 834117, 1029743, 1082185, 1106523]"
741,978,"[1082185, 1013167, 1098844, 1113111, 1106523]"
742,979,"[1082185, 977658, 1035676, 1132036, 7155863]"
743,980,"[1082185, 1029743, 1106523, 1126899, 1070820]"
744,981,"[1082185, 5981267, 1029743, 979707, 887503]"
745,982,"[1082185, 983584, 1055504, 899624, 1051323]"
746,983,"[1082185, 1027168, 1029743, 844179, 834117]"
747,984,"[820301, 985889, 979707, 1082185, 976199]"
748,985,"[1029743, 1082185, 825343, 1098844, 979707]"
749,986,"[1116635, 1060673, 1082185, 916122, 979707]"
750,987,"[970747, 1065538, 819978, 7139529, 986912]"
751,988,"[1044188, 1070820, 1082185, 1029743, 852856]"
752,989,"[1082185, 1029743, 8090537, 1106523, 1122358]"
753,992,"[1082185, 1029743, 909714, 986912, 1126899]"
754,993,"[1101010, 1082185, 8090541, 1029743, 933835]"
755,996,"[1082185, 1024051, 862799, 1029743, 845208]"
756,998,"[1082185, 845208, 1098844, 1041796, 965766]"
757,999,"[1067749, 1029743, 1003487, 8090537, 983584]"
758,1000,"[890610, 1082185, 1029743, 1106523, 1131438]"
759,1001,"[1060673, 1082185, 910109, 834117, 1051211]"
760,1002,"[1082185, 1009368, 5981267, 990797, 1029743]"
761,1004,"[964521, 849202, 995628, 1046587, 1029743]"
762,1005,"[917816, 1082185, 819308, 8090537, 1004906]"
763,1006,"[1082185, 1029743, 12731432, 986912, 1106523]"
764,1007,"[1029743, 999250, 1126899, 986912, 1082185]"
765,1008,"[910473, 1029743, 986912, 1126899, 1082185]"
766,1010,"[1037332, 892314, 5981072, 1082185, 7442180]"
767,1011,"[1046756, 5566472, 944836, 916122, 12731436]"
768,1014,"[1082185, 976199, 1137507, 948670, 901666]"
769,1015,"[1037332, 986912, 1082185, 14106445, 12731436]"
770,1016,"[1111786, 903350, 830503, 6602729, 1053628]"
771,1017,"[1101010, 1029743, 1082185, 8090537, 917816]"
772,1018,"[1131321, 1082185, 989069, 936355, 838186]"
773,1019,"[957736, 6548453, 934639, 1068292, 863447]"
774,1020,"[1082185, 1138467, 1028891, 1029743, 844179]"
775,1021,"[842125, 1082185, 1029743, 986912, 1070820]"
776,1023,"[1028891, 957736, 919423, 5570882, 7139529]"
777,1024,"[1082185, 854852, 933835, 940947, 845208]"
778,1025,"[885023, 1076056, 870547, 985999, 1060673]"
779,1027,"[862799, 914318, 1040807, 1132771, 1029743]"
780,1029,"[1132771, 964521, 1055504, 965693, 1082185]"
781,1032,"[879506, 7442056, 1029743, 1082185, 1106523]"
782,1033,"[1042438, 976199, 1029743, 1051516, 1082185]"
783,1037,"[1082185, 1106523, 1029743, 1037840, 1126899]"
784,1039,"[1082185, 862335, 1009187, 1029743, 1121393]"
785,1040,"[1082185, 1138467, 849202, 1054262, 5981072]"
786,1041,"[1068719, 5585510, 1082185, 1029743, 1003649]"
787,1042,"[951412, 1094308, 856252, 1003649, 985999]"
788,1045,"[1082185, 1101010, 1029743, 834117, 1051211]"
789,1046,"[1138467, 5981072, 1082185, 8090532, 1109615]"
790,1047,"[863762, 1042907, 1029743, 845208, 844179]"
791,1049,"[1082212, 1075175, 1082185, 1000753, 1106523]"
792,1050,"[1068719, 899624, 1004906, 1082185, 1044078]"
793,1051,"[964521, 921504, 1035676, 1082185, 865026]"
794,1053,"[9187298, 1082185, 992986, 932340, 6602327]"
795,1054,"[1029743, 1082185, 1106523, 979707, 1126899]"
796,1055,"[5592888, 883202, 1082185, 1068719, 1022254]"
797,1056,"[998206, 1025611, 1082185, 1013928, 1106523]"
798,1057,"[1131488, 12171656, 1082185, 916990, 5585510]"
799,1058,"[1129049, 999198, 844179, 1106523, 1082185]"
800,1060,"[1082185, 1126899, 6034857, 1029743, 1070820]"
801,1061,"[1082185, 899624, 1068719, 1106523, 1012587]"
802,1062,"[979707, 1082185, 1029743, 1106523, 1041796]"
803,1064,"[862799, 1051211, 839243, 1082185, 1093571]"
804,1065,"[851188, 1029743, 1056509, 865456, 1106523]"
805,1066,"[1082185, 830503, 1125278, 944534, 979707]"
806,1067,"[1029743, 1082185, 8090532, 1060872, 908064]"
807,1068,"[1027068, 1085983, 854133, 1082185, 1025611]"
808,1069,"[904129, 983584, 9676866, 989069, 1029743]"
809,1070,"[1123842, 1082185, 983584, 1096635, 1029743]"
810,1071,"[1068719, 1106523, 1082185, 1029743, 1044078]"
811,1072,"[1068719, 1082185, 1138467, 899624, 917816]"
812,1073,"[923789, 1027068, 1131488, 999714, 892503]"
813,1074,"[1082185, 830503, 1015280, 7166865, 1029743]"
814,1075,"[1029743, 1002850, 1082185, 1106523, 10149640]"
815,1076,"[999714, 1082185, 865456, 1089954, 1068719]"
816,1077,"[1106523, 1082185, 1029743, 1027168, 854852]"
817,1078,"[1005456, 1082185, 1135552, 1106523, 6034577]"
818,1080,"[12384775, 1068719, 8090537, 899624, 845208]"
819,1081,"[1082185, 1029743, 916122, 915493, 1068719]"
820,1082,"[1082185, 5590613, 5568378, 846823, 1046584]"
821,1083,"[1021519, 864335, 825343, 979707, 1082185]"
822,1084,"[907625, 844179, 1082185, 1029743, 1106523]"
823,1085,"[1097418, 1082185, 6464086, 983584, 1098844]"
824,1086,"[892503, 6602440, 1082185, 844179, 846823]"
825,1088,"[923670, 835530, 1082185, 1022254, 1029743]"
826,1089,"[1006483, 849202, 947798, 1029743, 1137387]"
827,1091,"[7025250, 1050482, 932863, 12302069, 1008547]"
828,1092,"[1014948, 1082185, 999779, 1128016, 1029743]"
829,1093,"[940766, 845208, 1036347, 1106523, 1082185]"
830,1094,"[1082185, 1029743, 839243, 859154, 6424472]"
831,1096,"[1126899, 986912, 1029743, 1106523, 1070820]"
832,1097,"[841309, 857006, 1082185, 848319, 1106523]"
833,1098,"[856252, 983584, 5585510, 1068719, 1029743]"
834,1099,"[980823, 1044078, 1082185, 1029743, 5569327]"
835,1100,"[945662, 845208, 1082185, 1126899, 1106523]"
836,1102,"[1082185, 1025581, 1106523, 1027168, 1029743]"
837,1103,"[892503, 976199, 856942, 1051211, 1082185]"
838,1104,"[999104, 7442008, 871756, 1029743, 1082185]"
839,1106,"[1082185, 1008547, 1106523, 8291322, 9881593]"
840,1107,"[1082185, 965766, 1106523, 1029743, 1070820]"
841,1109,"[1005274, 1082185, 1029743, 839243, 1106523]"
842,1110,"[957736, 885023, 1018007, 1076056, 1082185]"
843,1111,"[1082185, 1132036, 943362, 6602440, 871680]"
844,1112,"[1029743, 1082185, 1044078, 1070820, 979707]"
845,1113,"[1082185, 1029743, 1009187, 1116741, 845208]"
846,1114,"[1106523, 986912, 1070820, 1126899, 1029743]"
847,1116,"[1012587, 1068719, 1029743, 5572738, 1082185]"
848,1117,"[1099089, 1082185, 835530, 1130858, 1081177]"
849,1119,"[7155863, 940947, 5582712, 1029743, 12302069]"
850,1121,"[1082185, 6534480, 925862, 1042438, 1056509]"
851,1123,"[1082185, 5585510, 859191, 1036347, 852856]"
852,1125,"[1082185, 1106523, 1029743, 899624, 916122]"
853,1126,"[999198, 1082185, 826666, 917033, 1046816]"
854,1127,"[1082185, 1029743, 986912, 1106523, 1126899]"
855,1128,"[879876, 1082141, 948298, 1044188, 1015785]"
856,1129,"[1082185, 910473, 1126899, 858439, 1137688]"
857,1130,"[1082185, 1093413, 1068719, 1044078, 12384775]"
858,1131,"[1082185, 993638, 940766, 1029743, 965766]"
859,1133,"[1112205, 1082185, 1029743, 1098844, 8290421]"
860,1134,"[5585510, 1128812, 1082185, 1029743, 1106523]"
861,1135,"[9487606, 1082185, 1070820, 1106523, 1029743]"
862,1136,"[1082185, 9884698, 1027068, 940766, 845208]"
863,1137,"[1082185, 914318, 1124432, 885290, 12301405]"
864,1138,"[5568721, 1015539, 1106523, 1082185, 957951]"
865,1140,"[1029743, 6424472, 1082185, 925862, 983584]"
866,1141,"[837304, 983584, 910673, 949965, 1016800]"
867,1142,"[1082185, 907625, 883202, 979707, 1029743]"
868,1143,"[1082185, 1029743, 986912, 1106523, 999270]"
869,1145,"[941856, 12648296, 1094308, 5585510, 1137344]"
870,1146,"[904129, 1029743, 1082185, 1068719, 916122]"
871,1147,"[1082185, 870547, 1057102, 825343, 1068719]"
872,1148,"[1126899, 986912, 1082185, 1029743, 1106523]"
873,1149,"[982469, 1082185, 945909, 1026118, 1137688]"
874,1151,"[6534578, 1082185, 947798, 832678, 1106523]"
875,1152,"[8090539, 1110111, 5569471, 1106523, 1029743]"
876,1154,"[1082185, 1029743, 1106523, 983584, 1068719]"
877,1155,"[1029743, 1126899, 854852, 1022254, 1106523]"
878,1156,"[1106523, 1082185, 1029743, 1126899, 986912]"
879,1157,"[1070820, 1082185, 1106523, 1029743, 1050482]"
880,1158,"[1101010, 1082185, 890610, 1098844, 1044078]"
881,1159,"[1082185, 1029743, 1068719, 8090532, 1106523]"
882,1160,"[895166, 1068719, 1044078, 844179, 1029743]"
883,1163,"[976199, 825343, 896862, 1082185, 1006878]"
884,1164,"[1080853, 1082185, 1070820, 1130581, 979707]"
885,1165,"[9884698, 854900, 883068, 851819, 1082185]"
886,1166,"[1082185, 899624, 851287, 1016276, 1029743]"
887,1167,"[964521, 1082185, 1055425, 866211, 5570048]"
888,1168,"[983584, 1062128, 1019637, 1070820, 1029743]"
889,1169,"[1082185, 1093413, 1029743, 899624, 1022254]"
890,1172,"[1094308, 5568447, 864335, 1097398, 1009368]"
891,1173,"[5568721, 1029743, 986912, 899624, 1106523]"
892,1174,"[1082185, 1029743, 1106523, 986912, 1070820]"
893,1175,"[1028891, 1082185, 869047, 9677366, 6534035]"
894,1177,"[1026118, 1125278, 1082185, 1062002, 845208]"
895,1178,"[1082185, 903350, 1106523, 1004906, 1029743]"
896,1179,"[1082185, 1042438, 1101010, 1132771, 865456]"
897,1180,"[1082185, 890610, 1029743, 1068719, 12648296]"
898,1181,"[1029743, 1075368, 1106523, 1082185, 986912]"
899,1182,"[1068719, 899624, 1082185, 1109615, 1106523]"
900,1185,"[7155863, 895930, 890610, 5568721, 1002850]"
901,1186,"[1082185, 1057102, 833724, 1029743, 14106445]"
902,1187,"[895930, 1106523, 1068719, 854900, 925862]"
903,1188,"[1082185, 1029743, 1106523, 883202, 1044078]"
904,1189,"[904997, 1042438, 1068292, 1106523, 1029743]"
905,1190,"[1075214, 837304, 1082185, 949965, 1029743]"
906,1191,"[1082185, 931255, 865528, 845208, 5569230]"
907,1192,"[1082185, 1029743, 1070820, 1106523, 1126899]"
908,1193,"[1082185, 1102416, 1013928, 13841744, 1029743]"
909,1194,"[1004945, 1044078, 1082185, 1106523, 993638]"
910,1195,"[825731, 1106523, 986912, 1126899, 1082185]"
